Transaction_ID,Date,Time,Merchant_ID,Customer_ID,Device_ID,Transaction_Type,Payment_Gateway,Transaction_City,Transaction_State,IP_Address,Transaction_Status,Device_OS,Transaction_Frequency,Merchant_Category,Transaction_Channel,Transaction_Amount_Deviation,Days_Since_Last_Transaction,amount,fraud
T00005204,18/03/24,8:39:55 AM,5c1a60e9-1a05-47dd-8031-674d71540ebc,91dc3be5-1b13-44ba-b301-30a9b4a0e615,97464850-3ba9-4d66-8f0a-04a7480c4cfc,Bill Payment,Google Pay,Vadodara,Mizoram,161.245.35.245,Completed,iOS,10,Donations and Devotion,Mobile,-40.95,4,13.91,0
T00005205,20/10/23,4:25:44 AM,0da1101a-285c-4ebe-99b2-6e76c6082ccc,5021c874-8064-4533-80a0-afd0aa674df2,f080c9bb-0c8e-4433-9d63-7bd5d079ce33,Other,HDFC,Dhule,Tripura,1.167.233.194,Failed,Windows,2,Brand Vouchers and OTT,Online,-54.98,24,12.81,0
T00005206,04/01/24,3:07:00 AM,ffd3b820-def6-4008-ad3a-172339b585ec,96e3566a-936d-44f1-8ff0-3e7265d4b24e,07323aab-ac64-49b4-a6f8-c808e48dd6a2,Other,IDFC UPI,Dehradun,Manipur,133.56.160.91,Completed,Windows,2,Home delivery,In-store,26.27,15,42.31,0
T00005207,19/01/24,1:37:40 AM,4e73b2b2-7de4-429d-8485-b59df6954101,e3491d1a-0053-4432-892b-8cf741f7a24a,494d132b-d835-44cc-97a3-d61c6f0cce19,Bill Payment,HDFC,Mehsana,Tamil Nadu,53.219.112.147,Completed,Windows,3,Utilities,In-store,-78.94,18,19.08,0
T00005208,29/11/23,1:09:35 AM,268c254d-c6b5-49d0-97a5-0aabc79233dd,53a46512-caad-422b-a2bb-fe0c7923a947,07c47670-a9f1-4375-b01a-8f6ec15428c1,Purchase,PhonePe,Jaipur,Meghalaya,31.112.82.84,Failed,MacOS,2,Utilities,Online,82.32,16,45.7,0
T00005209,08/06/23,6:37:33 AM,58d24b7e-402f-4ec4-b2ab-5640172c12f7,2ecab713-e4ac-463c-a66a-b6f524ba7996,0cbf47fe-5489-463b-b727-27d3272d88a9,Subscription,PhonePe,Berhampur,Uttar Pradesh,113.214.188.176,Completed,Windows,3,Brand Vouchers and OTT,In-store,-91.3,8,29.91,0
T00005210,24/09/23,4:33:04 AM,2fc89254-a1ba-471b-8bec-1b3660db6be6,627883b8-6129-4391-a40f-c4d386a86bf3,1b2775f7-f9c0-44da-a967-d9c6417af846,Bank Transfer,ICICI UPI,Jalgaon,Tripura,93.204.252.237,Failed,Android,3,Utilities,Mobile,76.81,18,28,0
T00005211,09/07/23,11:58:38 AM,fdb56f12-b0e6-4b6d-b2ef-28ed6e1e940f,7cc429f1-d75d-49e8-a9f9-d4e5947c5bb1,e26a8167-d40f-48b5-8101-07acf52b5213,Subscription,PhonePe,Warangal,Tamil Nadu,196.223.37.150,Failed,Android,3,Travel bookings,In-store,85.15,27,6.35,0
T00005212,24/08/23,11:49:11 AM,be7e60cb-bf97-4f0a-8ff9-d5e3f4d9ab3c,6a46e229-cf08-44ed-adbc-b026710a4ad1,62b3a560-7db4-4c9e-aa88-36c565101107,Refund,CRED,Jaunpur,Tamil Nadu,143.113.3.155,Failed,iOS,0,Investment,Mobile,-39.26,9,65.23,0
T00005213,01/12/23,6:14:32 AM,6adb2a78-5efa-46d8-a8d5-c4cae2e5178a,755a148b-c4e5-4233-ad3d-f9517c4cee42,578f484e-90e1-4c7b-8f72-55eacade0dc9,Subscription,HDFC,Morena,Telangana,176.43.85.88,Pending,iOS,2,Donations and Devotion,In-store,73.24,8,16.14,0
T00005214,21/06/23,6:40:29 AM,8a62cbc5-2cb4-4d36-b63b-e374cf56a02a,4178b5cf-5045-46ae-a1e5-0d92ef602c34,ead0baa3-1ea6-4866-804b-3e7a56a8ca84,Bill Payment,Razor Pay,Ajmer,Karnataka,214.73.98.209,Completed,iOS,4,Brand Vouchers and OTT,Mobile,33.57,10,8.29,0
T00005215,18/05/23,11:37:16 AM,ed6c41fb-d40a-4123-84f9-d14dd6756101,33ee2ea5-1377-4b04-8d1e-1d53dbe650ce,a87bd246-9a6a-4127-9e73-24c1c0fc5210,Bill Payment,IDFC UPI,Tezpur,Bihar,108.75.48.81,Pending,Windows,4,Utilities,In-store,-74.37,25,24.96,0
T00005216,21/01/24,8:11:00 AM,6b3a0575-fd1c-48c8-874b-1f213a0bfadc,f900ff61-3c2a-400e-9841-9583704d154b,fd08c37c-8e3f-4e3f-93d9-124088357500,Refund,ICICI UPI,Firozabad,Nagaland,219.40.217.130,Failed,Android,20,Donations and Devotion,Mobile,-90.73,9,9.19,0
T00005217,05/09/23,2:45:32 AM,65803fd4-f77b-4e2d-9b73-9cac42f37766,47e7a4fc-5486-43f4-9873-4b4b6986d7c5,9231149c-ff6d-41ff-8289-e372e58158d2,Bill Payment,Paytm,Sagar,Arunachal Pradesh,109.243.208.130,Completed,iOS,0,Home delivery,Online,-86.93,29,56.03,0
T00005218,23/10/23,3:10:33 AM,a75dc935-0427-4483-a2e1-44a5cf906caa,d0ae32d5-e8dd-499c-b40b-17cd1f234b2a,e90000d1-2c52-41d9-8098-fdb93e87dc17,Bank Transfer,PhonePe,Ghaziabad,Punjab,214.143.66.201,Failed,MacOS,4,Purchases,Online,16.39,5,20.17,0
T00005219,06/10/23,2:28:26 AM,54987592-9539-4e94-a1fa-7faeec141430,b274f1b2-b3c6-439f-83f6-f255439afa6a,25b1eb9a-deb8-4167-9225-4b511197072f,Subscription,CRED,Jabalpur,Kerala,112.79.220.220,Pending,iOS,5,Purchases,Mobile,81.03,8,1.18,0
T00005220,01/01/24,12:12:45 PM,cf2507cf-7e05-4f15-b3c0-5e3e1c819981,58d0a052-53e1-4503-af30-0dfb2bbf706d,6153db38-8565-4d79-8301-d8ab8670137f,Other,HDFC,Akola,Odisha,142.252.22.174,Completed,Android,1,Donations and Devotion,Online,-62.61,23,11.22,0
T00005221,01/11/23,5:05:23 AM,10a266ef-076e-48ca-a84c-9a9cfb3eee29,d6d5433c-1881-4a26-90ae-1bcd37868bf6,148b3314-aa92-42b4-ac18-e9a6e5f41274,Refund,ICICI UPI,Rajahmundry,Maharashtra,166.157.55.137,Failed,Android,2,Donations and Devotion,Online,7.67,13,24.3,0
T00005222,15/09/23,10:50:35 AM,f80e2517-9b5f-42d7-85f4-fd2c03908253,6f325447-2db2-48af-a05b-152cdfca731b,a90122b6-aa63-41ec-ad3d-a93422b10273,Other,Google Pay,Rewa,Karnataka,198.162.97.185,Completed,MacOS,2,Utilities,In-store,30.1,6,23.42,0
T00005223,12/07/23,12:22:15 PM,f0dee72c-19e2-4f18-8666-e722ce84ad89,14d8833a-710a-4ecc-9bf1-9005991483ed,9dcb8246-d343-4dad-8628-ae3e5f040362,Bill Payment,CRED,Indore,Jharkhand,176.173.235.194,Pending,iOS,0,Purchases,In-store,-31.84,14,34.51,0
T00005224,08/11/23,5:45:15 AM,2a181750-0506-4579-b826-6f97a2570adf,30a6e44d-bc7f-4569-9156-e70442623e55,8133bc5b-8fd4-4b1f-88ef-4f57e286845b,Bill Payment,Paytm,Berhampore,Uttar Pradesh,195.242.228.178,Failed,Android,2,Other,Online,-55.25,22,20.92,0
T00005225,13/03/24,9:41:08 AM,e4bb74ee-e64f-42f3-bff6-8a0891803f3b,0b7ba513-0ef8-4c69-9215-16a300367ba5,ef276a56-221d-44fc-accd-d274ea1894f2,Purchase,IDFC UPI,Proddatur,Arunachal Pradesh,148.23.36.232,Failed,MacOS,2,Investment,Mobile,70.73,28,4.43,0
T00005226,26/03/24,2:40:41 AM,b361eeed-4f4d-48a8-93a0-c8ce9bb90e3e,f80e4a03-99a4-4d84-985d-8da4f327cc18,15fcbaa2-cd7c-45d8-bce6-33e5d33810cb,Bank Transfer,IDFC UPI,Pudukkottai,Chhattisgarh,160.80.74.91,Completed,iOS,2,Purchases,Online,-25.05,14,8.87,0
T00005227,15/05/23,9:09:38 AM,4100b91b-37d9-4fca-9339-89d8a1713391,ddd11a35-09ea-441a-94ec-8476618133ff,ab948eff-535a-429a-a2fa-28c0777613ab,Investment,Other,Siliguri,Maharashtra,123.201.92.222,Failed,iOS,3,More Services,In-store,-49.97,13,4.03,0
T00005228,20/10/23,9:56:29 AM,daea4c6f-3992-47ac-8da0-1ed59107a31c,63fe4a42-c537-4161-adec-350e1a48979b,4a718e0f-e33f-44e0-95df-f2e6a7dd5ac7,Purchase,Other,Jaipur,Tripura,18.84.219.8,Completed,Android,0,Travel bookings,In-store,-4.03,3,17.32,0
T00005229,10/10/23,7:20:23 AM,d4a45a4a-9b84-40ed-a82f-f8878ee88bba,80a4d28c-69a2-4098-822a-9993ffbb1d57,3033ae82-eecc-4896-87dc-b648d48838a4,Subscription,CRED,Chennai,Odisha,193.36.227.173,Completed,Android,4,Purchases,Online,22.51,10,16.96,0
T00005230,20/01/24,8:23:22 AM,e4962f99-bafb-4be1-bb8a-291b13d25fdf,4007a8c9-fd6b-4d10-8a8c-f100c38ed3c9,f6fb353c-8110-4f51-8c40-4956c9973def,Purchase,ICICI UPI,Khandwa,Telangana,126.59.157.189,Completed,MacOS,1,Travel bookings,Online,-64.02,17,8.15,0
T00005231,06/09/23,11:41:46 AM,46cea6c9-3e8f-4d56-98f8-8f34b51ca518,eac05cf1-2270-44f4-a4fe-291aacd1fe82,e591956d-81e4-4b0e-91d6-5734ce00c590,Refund,Google Pay,Darbhanga,Chhattisgarh,93.90.230.171,Failed,Windows,2,Other,Mobile,-70.97,10,12.19,0
T00005232,12/12/23,2:33:39 AM,246f8e58-5559-4288-ac6e-4db247a4f920,e5adcf75-dc18-4035-83e3-0d5a5a1a539f,8d34d0f1-bad4-497c-ae43-a50750922b75,Purchase,Google Pay,Bhilai,Telangana,1.59.137.72,Pending,Android,4,More Services,In-store,47.82,29,19.41,0
T00005233,04/02/24,4:10:33 AM,69a7e344-42c4-423a-8fd3-9e30270c7b05,eea9bb97-645d-4a27-80f3-9be08b94e210,daf44166-a7a6-4c72-9abc-2bc4403a9e96,Other,PhonePe,Gandhidham,Himachal Pradesh,70.208.157.220,Failed,MacOS,2,Donations and Devotion,In-store,80.6,6,13.3,0
T00005234,25/06/23,9:35:13 AM,e4d00ceb-0c92-4e08-98c0-1a231f920005,2ff870d2-72e6-4fac-8da1-d59d4a7c816f,dc9f7452-d9bb-46d4-a938-5e09e87c0253,Refund,Paytm,Vadodara,Odisha,12.163.175.140,Failed,Windows,0,Investment,In-store,-76.83,28,34.62,0
T00005235,06/03/24,1:46:33 AM,30104804-c44d-4928-b86c-2362597c483b,612b8fad-44e3-44d2-9709-a4b92987146a,facede3a-b353-40d3-94bf-e55d6a16db22,Investment,Paytm,Mehsana,Gujarat,223.115.76.128,Completed,Android,2,Utilities,In-store,-12.47,10,28.6,0
T00005236,06/11/23,6:16:05 AM,f316bf46-5b3c-4e8d-9796-6c6ce718669a,b28aba82-9e31-48e4-b3d7-42e53203cbac,5c582049-3d7f-43c9-bc6a-f5402daf43f6,Bill Payment,Google Pay,Durgapur,Assam,107.46.135.40,Completed,iOS,1,Financial services and Taxes,Mobile,18.84,8,30.26,0
T00005237,13/12/23,9:16:24 AM,918caec7-f86f-4cae-a225-35d343fe62d6,d6abc277-19ee-4543-b9a4-28d5e501ae4f,5c89ff19-e7a2-43a1-a91b-f6bb9191f4b0,Purchase,Razor Pay,Tadepalligudem,Punjab,219.78.196.8,Completed,MacOS,0,Financial services and Taxes,In-store,54.34,11,41.53,0
T00005238,26/12/23,11:45:45 AM,c977c73d-b43e-4c51-858b-6a40b82dffa9,974214d7-a305-4d44-bfbc-6df82fb1cdb9,d58e564b-d24e-4442-a6da-1245f85a9296,Investment,Google Pay,Serampore,Assam,113.39.188.227,Failed,MacOS,1,Financial services and Taxes,Online,-36.11,1,32.98,0
T00005239,05/02/24,12:18:42 PM,d4714e17-1ee5-4e13-aa8f-945fdb06bfbc,d600a40d-e501-4d30-8e9d-375a4a2da81b,3e827ad3-3d85-47a8-88ea-b07ca1682770,Bill Payment,Google Pay,Sambhal,Chhattisgarh,135.92.210.142,Completed,Windows,0,More Services,Mobile,6.98,15,75.84,0
T00005240,22/02/24,11:45:32 AM,779c4d50-6b8e-4f44-9840-f3d9d239c128,719f10e1-7916-447c-b8e9-55a29b0ef7b8,0ebc646f-cc04-4eef-9770-3f4653c8846f,Subscription,HDFC,Srinagar,Andhra Pradesh,159.149.137.135,Completed,iOS,4,Purchases,Mobile,63.34,15,53.31,0
T00005241,21/01/24,4:34:17 AM,26076ee9-7ff6-4613-acba-840d1ce93fc0,fd9ddc62-c743-475b-91f2-e4fe77376ce4,539cc070-c7fb-49b2-b7c9-75d584510c48,Bill Payment,HDFC,Aligarh,Maharashtra,219.208.58.34,Pending,Windows,1,Donations and Devotion,Online,58.01,27,11.98,0
T00005242,12/05/23,12:54:21 PM,d9188f9f-026a-4454-b03f-c4f20d649cbe,dce36f0a-57c1-4585-9068-7ca732788ebd,0fea424a-a88c-42cc-a28a-db4c649ea83a,Investment,Razor Pay,Tezpur,Kerala,3.92.166.50,Failed,iOS,1,Other,Mobile,-63.91,27,39.72,0
T00005243,20/01/24,10:01:16 AM,d43e2b8d-f017-42f9-96f2-2b0c905085ef,e3d18bb3-0fce-40b0-8b85-b6a2eb99f7ac,8c693950-aba3-429b-850a-eae714b18da6,Bank Transfer,PhonePe,Ahmedabad,Chhattisgarh,77.133.4.215,Completed,Android,10,Home delivery,Online,-97,13,28.41,0
T00005244,26/02/24,11:39:29 AM,4d7ddb96-ee2c-4cb9-b0e1-b835ff10c07a,af697ad1-54b9-4f96-b892-dccda9fb99b1,81bc2187-dab3-441d-b2dd-e69546c499a0,Investment,Other,Kharagpur,Kerala,192.50.44.10,Completed,iOS,3,Home delivery,In-store,-21.18,8,0.72,0
T00005245,12/08/23,8:08:01 AM,f191463c-87a3-4a50-aea0-c3d0323ea91e,b551bb10-3459-42be-93ed-15098f54dab5,dd3323ad-b1e8-42a4-867f-5e8b8e56e056,Other,Google Pay,Panipat,Bihar,13.64.110.155,Failed,Android,1,Brand Vouchers and OTT,In-store,58.53,8,12.85,0
T00005246,20/05/23,8:08:06 AM,fe75e142-8120-46c1-b17d-3eb79b263847,ffcf77a0-e9bf-4b68-8b39-7e85266d30b9,a5685de6-9657-40de-9acc-6112a615c2a4,Refund,ICICI UPI,Patna,Arunachal Pradesh,76.233.226.184,Failed,Windows,3,Donations and Devotion,Mobile,-26.9,20,58.91,0
T00005247,13/10/23,4:32:05 AM,cdc1e297-be18-4ac1-aaeb-81f8c835863c,b4b1ab8a-b99a-4163-8916-0fca91a72347,dfcdbcd7-3a25-42c1-a14a-30013e60e173,Other,IDFC UPI,Singrauli,Haryana,175.121.177.235,Failed,Windows,40,Utilities,In-store,33.74,23,25.39,0
T00005248,18/02/24,8:10:36 AM,c29236f7-4abe-4f4c-8b86-3d4f0fe499ab,7ba21e55-16aa-4c43-bb23-ba162280bdb5,123cdfe0-f6a4-41cc-bc19-df0b06348bdb,Other,Razor Pay,Tirunelveli,Uttar Pradesh,76.169.245.102,Failed,MacOS,10,Brand Vouchers and OTT,Online,74.25,21,40.64,0
T00005249,23/09/23,5:22:21 AM,89125d1a-7cdb-4408-a28b-4e574b079130,01de8a3f-2a4b-4627-8a00-e7f025d30ac8,80002267-67f9-44f6-9f31-88c091d60ca9,Investment,Other,Gangtok,Maharashtra,138.74.242.236,Failed,MacOS,4,Travel bookings,In-store,-81.81,21,60.55,0
T00005250,27/06/23,6:54:34 AM,c28c8339-cb6c-4f98-b38f-ef528b6ea21b,26e64e70-f45e-4779-87d0-fa9a1960fa68,3f8cd6c4-3136-4d10-8ff7-fb819078e693,Purchase,PhonePe,Tiruvottiyur,Nagaland,148.109.33.149,Pending,MacOS,6,Travel bookings,In-store,-90.04,11,54.23,0
T00005251,19/04/23,2:36:24 AM,3ed36111-b135-411d-bbdc-4ad5ee35c6c6,56537dd2-6b2c-44cf-9423-2eb423bf7ab1,ce755aef-0558-4e5c-ac34-fc293dd7d879,Refund,PhonePe,Morbi,Madhya Pradesh,36.64.56.82,Completed,MacOS,0,Home delivery,Mobile,67.77,22,10.26,0
T00005252,15/07/23,9:56:33 AM,ffc2fdd3-0c26-46af-a3a7-f213f8af315a,5ac120c4-cb2e-4869-9a11-65c467225e8d,3365af5c-8e9c-4a0f-9713-244ef2b8380e,Refund,IDFC UPI,Bharatpur,Rajasthan,183.123.248.90,Failed,Windows,2,Home delivery,In-store,37.34,7,4.55,0
T00005253,29/09/23,12:39:52 PM,120058cb-d135-4b34-90b2-9ecc355529f0,7600c480-f421-4e2e-9e7d-d97b5fb31a10,6a43d5e7-b6e9-4587-99fd-9e756ee3b018,Other,Other,Sultan Pur Majra,Sikkim,28.49.129.236,Pending,MacOS,1,Financial services and Taxes,Online,-30.11,13,17.89,0
T00005254,27/11/23,7:33:08 AM,e1bd7189-8105-4ebc-82fe-e72251661c23,d7473c3a-a905-47c9-b385-242e1e3679a8,bef55ed8-1fbd-46c3-b62b-38ca971fbebe,Refund,HDFC,Jamshedpur,Sikkim,185.40.167.246,Completed,Windows,20,More Services,Online,63.56,19,35.6,0
T00005255,14/10/23,3:24:50 AM,47dace64-9a5d-4603-82ae-144489256c2e,350c73a6-83b1-4d24-b2ed-43060e29fac6,ef7fa140-212e-45d6-abb9-426f837402ff,Other,IDFC UPI,Berhampore,Karnataka,84.211.50.16,Failed,MacOS,1,Purchases,In-store,-54.84,19,7.94,0
T00005256,07/11/23,4:36:53 AM,0c82f2f3-02f4-4469-99f0-73e1db13d57b,a378dec2-5bd6-4ed9-b86b-a7affd12257a,7d4b6b41-fdca-4728-8f96-1104141b45d7,Other,Other,Anand,Punjab,207.61.87.251,Pending,Windows,1,Donations and Devotion,Online,17.44,5,23.87,0
T00005257,08/05/23,12:51:57 PM,b1786480-51b5-437a-a43b-076c91388b72,62115d2d-47b7-4136-b65b-6176a83a943f,e9cbf647-f5d8-4048-9969-ee21cae63e2e,Refund,Google Pay,Firozabad,Himachal Pradesh,108.106.110.214,Pending,iOS,10,Travel bookings,In-store,10.53,12,25.66,0
T00005258,25/06/23,8:18:00 AM,fe821e10-c357-4bdd-a285-f6b15995f48a,822c3b37-3817-4924-a45c-0839c2c6d303,475ee81d-3f58-4f07-bbfe-52d84fdd94f8,Purchase,Google Pay,Nangloi Jat,Kerala,40.74.106.230,Completed,Android,6,Brand Vouchers and OTT,In-store,-36.44,29,83.92,0
T00005259,22/01/24,9:00:23 AM,3246e75d-f1a1-4fc9-840b-e16d66f5429f,101a2b0b-2071-4590-9de0-1285c61e8e87,9369b155-f66d-4bf8-97aa-1c7899749f2f,Purchase,PhonePe,Faridabad,Jharkhand,164.29.230.109,Pending,iOS,0,Home delivery,Mobile,-83.01,29,46.31,0
T00005260,12/11/23,3:23:52 AM,5e3e4744-88f0-4b23-8c27-0d578bca2cac,e277610e-411a-4bc7-97c4-50b856ccaaa5,f19ae783-0200-4bba-b0eb-91a21e2f2406,Purchase,PhonePe,Khandwa,Tamil Nadu,203.253.128.255,Completed,iOS,2,Purchases,Mobile,57.09,20,6.85,0
T00005261,06/05/23,7:19:28 AM,714557e8-2adc-4f85-846d-26e2d79701bc,4dbe6dcc-bdf7-4f25-b038-f17ce6b76430,3f43cb79-6ae6-4704-b7f3-3f245be052bd,Bank Transfer,Other,Nadiad,Haryana,172.78.221.220,Completed,Windows,4,Other,Online,90.41,2,18.09,0
T00005262,07/08/23,8:12:04 AM,3dca0883-9933-45d7-88f9-e54071a200ec,3d4ef8fd-605c-4891-a33e-7d568672bbd1,d78031af-a8d4-4eb6-81a9-224c38db5b60,Subscription,PhonePe,Naihati,Rajasthan,104.27.131.128,Failed,iOS,3,Brand Vouchers and OTT,Mobile,28.97,9,22.87,0
T00005263,02/01/24,12:48:15 PM,566d481f-d4c6-4b72-870b-d3ab9d953b5d,532a00af-e7b0-4aae-b1a8-4864e58dbf52,579e9558-7af6-4e0f-a0d5-d140a6af165a,Investment,Paytm,Bhavnagar,Uttar Pradesh,24.25.203.6,Failed,Android,1,Investment,Online,-57.46,4,46.05,0
T00005264,08/03/24,11:55:23 AM,18654b1b-1dfb-4e95-a159-29dae52d2afa,b8cefaea-1765-475e-a0c8-a7e9986fe90b,4f6ea8e0-f7d1-4e3c-beb3-d2e1079cb8bd,Bank Transfer,ICICI UPI,Danapur,Telangana,92.163.148.34,Failed,Android,2,Purchases,Online,63.22,4,12.04,0
T00005265,14/06/23,12:03:29 PM,3b8310c0-bb9d-4ff3-a6fe-c63982365a9f,b96b052d-0ab5-4355-8ed6-b4efe54ccf42,90451b0b-0c66-4a6f-8191-d6c3e5c36dea,Investment,Other,Dehri,Rajasthan,62.152.228.37,Failed,iOS,4,Purchases,Mobile,-13.99,27,10.66,0
T00005266,14/08/23,4:43:36 AM,7a64a6b9-f79f-4c97-8f7e-d86233ca97d3,6d9b67ca-3f1d-4b7e-93ac-57b53a64cf47,de30fa8f-ed27-44d2-9913-ddf1983b2854,Investment,PhonePe,Hindupur,Odisha,125.230.228.59,Pending,Android,2,Purchases,Online,55.05,16,20.19,0
T00005267,22/12/23,11:21:59 AM,f49ec4b2-fc9d-4565-adab-707e621c8b4a,6fe784c4-74a8-4e57-b5de-6a64ef5c1e59,930dc5ea-f183-47ea-a601-4b9de27d1a24,Subscription,IDFC UPI,Visakhapatnam,Uttar Pradesh,31.49.100.59,Completed,Windows,2,Donations and Devotion,In-store,62.82,14,33.12,0
T00005268,19/04/23,9:25:12 AM,6d6c5474-d8ca-48fb-8c00-b42781dae60f,cc617c42-cc6a-441a-bd69-d83e1b8c467c,5fef7ecf-2f8b-4aea-adee-e889825a5942,Other,Razor Pay,Begusarai,Punjab,123.165.238.45,Failed,Android,1,Donations and Devotion,In-store,-89.77,16,36.6,0
T00005269,18/07/23,10:31:54 AM,c429cecd-8fa1-446d-8800-0247bbde915d,8b9fe5db-2d82-4a1e-9b96-ef7d5eff32a7,26602577-61bf-41a5-b5c3-72e3af359709,Purchase,PhonePe,Shahjahanpur,Telangana,16.20.217.75,Pending,Android,2,Home delivery,In-store,-12.85,4,70.95,0
T00005270,14/09/23,10:43:59 AM,5d55ff33-6875-42c0-baf5-8e3596593814,23ce9407-1ba1-4a94-ad59-6e67bf36d33a,7311c0bb-2228-40ba-9ace-9a6e88d01b98,Other,CRED,Davanagere,Telangana,13.243.7.126,Failed,MacOS,3,Other,Online,57.66,2,21.63,0
T00005271,06/02/24,3:30:57 AM,b6ef74c3-f94b-4d68-bd11-e606b3ddab3c,44284eaa-4178-469f-818d-df076b3bb721,90222c68-d0d1-425e-a3d1-a4a81c2c7d7a,Bank Transfer,Other,Kamarhati,Manipur,108.185.210.241,Pending,iOS,6,Donations and Devotion,Mobile,91.82,20,47.14,0
T00005272,11/07/23,8:24:41 AM,10bbf110-fe6a-4f17-a09b-1a11e4212d88,fbc4cac3-1792-4f37-b44e-a339c86ccf95,5e52da7d-8238-49ad-bc4a-520bccd5daef,Bank Transfer,Paytm,Adoni,Chhattisgarh,84.167.193.10,Pending,Windows,3,Financial services and Taxes,In-store,-33.07,28,46.86,0
T00005273,12/10/23,8:15:52 AM,756ca923-4cbd-4f57-a46b-36db12b8affd,a2f405bf-987c-47f8-ba95-93b950f2b265,3da4e266-21ab-482c-bd39-6f3da3309bc8,Investment,ICICI UPI,Dehradun,Meghalaya,158.222.149.220,Pending,MacOS,1,Utilities,In-store,62.27,10,0.61,0
T00005274,21/12/23,2:02:48 AM,fb62ed19-1de9-4d31-9b06-3a68d2b09531,d1f446a3-d039-47fb-857d-3cc1a5901a83,2d56f5d6-e345-4224-92b5-d42e2ce21615,Refund,HDFC,Gopalpur,Mizoram,151.7.79.189,Completed,iOS,2,Brand Vouchers and OTT,Mobile,48.96,12,6.83,0
T00005275,28/04/23,6:26:41 AM,fa062d62-4660-4d10-8118-c02ea3266d0a,eeba6f8a-d7c2-441d-81aa-07c6f6131694,bbf08627-9295-44b1-a0d9-349ad655ef7c,Bank Transfer,IDFC UPI,Sambhal,West Bengal,198.154.81.239,Failed,Android,4,Brand Vouchers and OTT,In-store,92.49,22,6.16,0
T00005276,31/01/24,11:34:55 AM,6d857296-510d-475d-9aa6-8c5fe0e6136f,1abc31c9-a395-49ba-9af8-d8c388336f79,13ce6ca8-eaf8-4e7f-b7e5-37b15658aa6b,Other,Paytm,Patna,Karnataka,168.149.48.209,Failed,Windows,4,More Services,Mobile,95.28,6,40.11,0
T00005277,21/09/23,6:10:32 AM,24027195-1384-4fbf-ba22-b66b72d8dace,bf3d1163-b066-4a28-9e8b-aead6e2e735c,75845129-154b-4156-9c37-744f2cb44f87,Refund,HDFC,Amroha,Haryana,154.11.241.157,Completed,MacOS,20,Purchases,Online,46.56,17,0.5,0
T00005278,07/12/23,4:57:20 AM,28b8f38f-7e67-4356-bb2b-4bf60cf648a6,46d8c332-2db9-4b63-a458-a78ba8044ca9,75ba6ce0-2c2a-4d3a-ab6a-384be7e58111,Other,PhonePe,Bhiwandi,Odisha,38.103.179.222,Pending,Android,1,Financial services and Taxes,In-store,57.48,21,23.37,0
T00005279,01/09/23,1:28:04 AM,377fabcb-3e3b-4624-b772-5dd8531d27c0,84ad5a35-82c4-4241-8a12-fbe6705b0932,2fc19c31-1f92-4ffb-ac05-b5c3156b97fb,Other,Razor Pay,Alappuzha,Uttarakhand,161.150.14.106,Pending,Android,2,Donations and Devotion,In-store,-17.93,16,14.44,0
T00005280,13/03/24,12:47:00 PM,80ae1d33-44eb-4aec-9a0a-0c3d50e0ad55,b9c6a13a-44a3-4aed-ad38-3be4b85a214a,bcec70dd-f32b-4122-aa8f-e07095bc576c,Other,ICICI UPI,Bihar Sharif,Nagaland,158.21.110.102,Failed,MacOS,2,Purchases,Mobile,30.91,12,14.7,0
T00005281,18/07/23,4:25:55 AM,970dfea2-9bc8-458d-a296-d36e4daa305e,12b57077-5566-41aa-84de-be47f142d311,e937df33-16c7-4a40-b2f9-e911b1f1e972,Refund,CRED,Hubli–Dharwad,Kerala,150.102.63.243,Completed,Windows,2,Financial services and Taxes,Mobile,-52.85,1,53.61,0
T00005282,10/05/23,3:30:20 AM,8d2ee962-8826-450d-a464-79af9e9fbefc,fbd6e9b5-077a-41c6-a4c6-f1054202a739,147d13b3-5b07-43dc-8bf7-1a4b487785e9,Purchase,Other,Pallavaram,Maharashtra,87.71.197.0,Completed,Windows,2,Utilities,Online,87.94,20,49.76,0
T00005283,25/02/24,12:10:31 PM,303b2825-20ba-48f9-9578-fc5b3329172d,c7f7a800-6d30-4da3-be07-e6f9fe9e2307,65f98600-d697-4935-9b2b-8e9fa286e969,Other,CRED,Burhanpur,Uttarakhand,123.137.131.97,Pending,MacOS,5,Brand Vouchers and OTT,In-store,53.22,15,48.63,0
T00005284,29/06/23,10:28:37 AM,cdcef5ed-b511-4d0c-a5f3-456023107328,436b257e-910d-4f95-81dd-7c23844486e5,c52a3dd1-e829-4eaa-ae12-a21f57218c2c,Subscription,Google Pay,Ahmedabad,Gujarat,69.94.162.95,Pending,iOS,1,Utilities,Mobile,-25.04,28,17.26,0
T00005285,14/05/23,12:25:23 PM,e6da495e-7ba7-4091-bba6-1a2b73d659e3,7a2c579a-3f02-4434-bede-0227ca0a4425,c9987d0a-f2f6-4955-86df-23890df39d8c,Refund,Other,Jhansi,Chhattisgarh,219.30.98.94,Pending,Windows,4,Donations and Devotion,Mobile,4.83,9,60.9,0
